wikidata_id,name,term_start,birth_date,birth_place,education,occupations,employers,party_history,awards,prev_positions,name_upper
Q63975557,Jérémy Decerle,2025-10-12,1984-07-01,Saint-Rémy,,politician || husbandry worker || trade unionist,,,,president (2016-06-02 to 2019-03-26),JÉRÉMY DECERLE
Q6232261,Jörgen Warborn,2024-07-16,1969-01-23,Varbergs parish,,businessperson || politician,,Moderate Party,,"Member of the Committee on Civil Affairs (2018-10-02 to 2019-02-13) || member of the Swedish Riksdag (2014-09-29 to 2018-09-24) || municipal commissioner in Varberg municipality, Sweden (2010-12-31 to 2014-09-14) || member of the Swedish Riksdag (2018-09-24 to 2019-07-01) || Representative of the Parliamentary Assembly of the Council of Europe (from 2019-01-21)",JÖRGEN WARBORN
Q2621730,Jüri Ratas,2024-07-16,1978-07-02,Tallinn,University of Tartu || Tallinn University of Technology || Tallinn Nõmme Upper Secondary School,politician || basketball player,,Isamaa || Estonian Centre Party,"Knight Grand Cross of the Order of Merit of the Italian Republic || Grand Cross of the Order of the Star of Romania || Grand Cross of the Order of Orange-Nassau || Order of the Three Stars, 2nd Class || Order of the National Coat of Arms, 2nd Class || Order of Prince Yaroslav the Wise, 2nd class",member of the Riigikogu (from 2021-01-26) || member of the Riigikogu (2011-03-27 to 2015-03-23) || member of the Riigikogu (2015-03-30 to 2016-11-23) || President of the Riigikogu (2021-03-18 to 2023-04-10) || Prime Minister of Estonia (2016-11-23 to 2021-01-13) || member of the Riigikogu (2019-04-04 to 2019-04-29) || mayor of Tallinn (2005-11-15 to 2007-04-05) || member of the Riigikogu (from 2007-03-27),JÜRI RATAS
Q126541156,Kai Tegethoff,2024-07-16,1984-07-19,Cologne,University of Applied Sciences Trier,politician || research fellow,,Volt Europa,,,KAI TEGETHOFF
Q21231228,Kamila Gasiuk-Pihowicz,2024-07-16,1983-05-08,Warsaw,SGH Warsaw School of Economics || Cardinal Stefan Wyszyński University in Warsaw,politician || jurist || economist,,Civic Platform || Freedom Union || Nowoczesna,,member of parliament || member of the Sejm,KAMILA GASIUK-PIHOWICZ
Q4958080,Karin Karlsbro,2024-07-16,1970-09-23,Q10657089,London School of Economics and Political Science || Stockholm University,politician,,Liberals,,member of the Swedish Riksdag (2014-09-29 to 2014-10-03) || chairperson (1995-01-01 to 1997-01-01),KARIN KARLSBRO
Q63348832,Karlo Ressler,2024-07-16,1989-12-26,Zagreb,Faculty of Law of the University of Zagreb,politician,,Croatian Democratic Union,,,KARLO RESSLER
Q15117357,Katarina Barley,2024-07-16,1968-11-19,Cologne,University of Marburg || University of Münster || University of Paris-Sud,judge || politician || jurist || Justiciar,,Social Democratic Party of Germany,,"member of the German Bundestag (2017-10-24 to 2019-07-01) || Federal Minister of Justice and Consumer Protection (2018-03-14 to 2019-06-27) || Secretary General of the SPD (2015-12-11 to 2017-01-01) || Federal Minister for Education, Family Affairs, Senior Citizens, Women and Youth (2017-06-02 to 2018-03-14) || member of the German Bundestag (2013-10-22 to 2017-10-24)",KATARINA BARLEY
Q1735624,Katarína Roth Neveďalová,2024-07-16,1982-11-10,Nitra,,politician,,Direction – Social Democracy,,,KATARÍNA ROTH NEVEĎALOVÁ
Q12028942,Kateřina Konečná,2024-07-16,1981-01-20,Nový Jičín,University of Finance and Administration || Masaryk University Faculty of Law || Masaryk University Faculty of Economics and Administration,politician,,Communist Party of Bohemia and Moravia,,Member of the Chamber of Deputies of the Parliament of the Czech Republic (2002-06-15 to 2006-06-15) || Member of the Chamber of Deputies of the Parliament of the Czech Republic (2006-06-03 to 2010-06-03) || member of a Czech municipal council (from 2010-10-16) || Representative of the Parliamentary Assembly of the Council of Europe (2014-01-27 to 2014-09-24) || Member of the Chamber of Deputies of the Parliament of the Czech Republic (2013-10-26 to 2014-07-01) || Representative of the Parliamentary Assembly of the Council of Europe (2007-01-22 to 2010-10-04) || Member of the Chamber of Deputies of the Parliament of the Czech Republic (2010-05-29 to 2013-08-28) || substitute member of the Parliamentary Assembly of the Council of Europe (2004-10-04 to 2007-01-22) || substitute member of the Parliamentary Assembly of the Council of Europe (2010-10-04 to 2014-01-27) || party leader (from 2021-10-23),KATEŘINA KONEČNÁ
Q23006297,Kathleen Funchion,2024-07-16,1981-04-22,Kilkenny,"American College, Dublin",politician,,Sinn Féin,,Teachta Dála (2016-03-10 to 2020-01-14) || Teachta Dála (2020-02-08 to 2024-07-15),KATHLEEN FUNCHION
Q15995,Kathleen Van Brempt,2024-07-16,1969-11-18,Wilrijk,Katholieke Universiteit Leuven,politician,,Vooruit,,member of the Flemish Parliament,KATHLEEN VAN BREMPT
Q20253947,Katri Kulmuni,2024-07-16,1987-09-04,Tornio,University of Lapland || Tornion yhteislyseon lukio,politician,,Centre Party,Commander of the Order of the Lion of Finland,Minister of Finance (2019-12-10 to 2020-06-05) || member of the Parliament of Finland (from 2015-04-22) || Deputy Prime Minister of Finland (2019-09-12 to 2020-06-05) || municipal councillor in Finland || member of the Parliament of Finland (from 2019-04-17) || Minister of Economic Affairs (2019-06-06 to 2019-12-10) || Leader of the Centre Party (2019-09-07 to 2020-09-05) || municipal councillor in Finland,KATRI KULMUNI
Q64032761,Katrin Langensiepen,2024-07-16,1979-10-10,Langenhagen,,politician,,Alliance '90/The Greens,,,KATRIN LANGENSIEPEN
Q64223558,Kim van Sparrentak,2024-07-16,1989-10-16,Vlissingen,University of Amsterdam || Wageningen University & Research,politician,,GroenLinks,,,KIM VAN SPARRENTAK
Q721647,Kinga Gál,2024-07-16,1970-09-06,Cluj-Napoca,Eötvös Loránd University,politician || jurist,,Fidesz,,,KINGA GÁL
Q125704483,Kinga Kollár,2024-07-16,1978-03-06,Esztergom,Eötvös Loránd University || National University of Public Service || Q110846712,lawyer || politician || economist,,Respect and Freedom Party,,,KINGA KOLLÁR
Q64084024,Kira Marie Peter-Hansen,2024-07-16,1998-02-23,Frederiksberg,University of Copenhagen,politician,,Green Left,,,KIRA MARIE PETER-HANSEN
Q716486,Klára Dobrev,2024-07-16,1972-02-02,Sofia,Eötvös Loránd University || Corvinus University of Budapest || Eötvös József Gimnázium || ELTE Faculty of Law,politician || jurist || economist,Eötvös Loránd University,Democratic Coalition,BBC 100 Women,Vice President of the European Parliament (2019-07-03 to 2022-01-18),KLÁRA DOBREV
Q25963393,Klára Dostálová,2024-07-16,1971-03-13,Prague,Prague University of Economics and Business,politician || economist,,ANO 2011,Q12049790,Hradec Králové Region Assembly member (2016-10-08 to 2017-04-24) || Hradec Králové Region Assembly member (from 2020-10-03) || Minister for Regional Development (2017-12-13 to 2021-12-17) || deputy chairperson (from 2017-10-24) || Member of the Chamber of Deputies of the Parliament of the Czech Republic (2017-10-21 to 2021-10-21) || Member of the Chamber of Deputies of the Parliament of the Czech Republic (from 2021-10-09) || Hradec Králové Region Assembly member (2016-10-08 to 2017-04-24),KLÁRA DOSTÁLOVÁ
Q17265926,Konstantinos Papadakis,2024-07-16,1975-04-18,Athens,,politician,,Communist Party of Greece,,,KONSTANTINOS PAPADAKIS
Q925180,Kosma Złotowski,2024-07-16,1964-01-14,Bydgoszcz,University of Warsaw,politician,,Law and Justice || Centre Agreement – Polish Union || Conservative People's Party || Polish Christian Democratic Agreement,,member of the Sejm (2011-11-08 to 2014-05-27) || Member of the Senate of the Republic of Poland (2005-10-20 to 2007-11-04) || member of the Sejm (1997-10-20 to 2001-10-18),KOSMA ZŁOTOWSKI
Q64995541,Kostas Arvanitis,2024-07-16,1964-06-09,Athens,,politician || journalist,,SYRIZA,,,KOSTAS ARVANITIS
Q17265935,Kostas Mavrides,2024-07-16,1962-05-27,Kato Dikomo,Rutgers University || University of Houston,politician || university teacher,,Democratic Party (Cyprus),,,KOSTAS MAVRIDES
Q2012761,Kris Van Dijck,2024-07-16,1963-10-02,Turnhout,,politician,,New Flemish Alliance || People's Union,,member of the Flemish Parliament (from 2019-06-18) || Mayor of Dessel (from 2007-01-01) || Speaker of the Flemish Parliament (2019-06-18 to 2019-07-11) || member of the Flemish Parliament (2009-06-30 to 2014-05-24) || member of the Flemish Parliament (1999-07-06 to 2004-06-12) || Mayor of Dessel (1995-01-01 to 2000-12-31) || member of the Flemish Parliament (1995-06-13 to 1999-06-12) || member of the Flemish Parliament (2014-06-17 to 2019-05-25) || member of the Flemish Parliament (2004-07-06 to 2009-06-06),KRIS VAN DIJCK
Q946742,Kristian Vigenin,2024-07-16,1975-06-12,Sofia,University of National and World Economy,politician,,Bulgarian Socialist Party,,member of the Bulgarian National Assembly (2021-04-15 to 2021-05-11) || Minister of Foreign Affairs (2013-05-29 to 2014-08-06) || member of the Bulgarian National Assembly (2021-12-03 to 2022-08-01) || member of the Bulgarian National Assembly (2014-10-27 to 2017-01-26) || member of the Bulgarian National Assembly (2021-07-21 to 2021-09-15) || member of the Bulgarian National Assembly (2017-04-19 to 2021-03-26) || member of the Bulgarian National Assembly (2022-10-19 to 2023-02-02) || member of the Bulgarian National Assembly (2005-07-11 to 2007-05-20) || member of the Bulgarian National Assembly (2023-04-12 to 2024-06-19),KRISTIAN VIGENIN
Q125589692,Kristoffer Hjort Storm,2024-07-16,1989-01-26,Hillerød,Aalborg University,politician,,Denmark Democrats - Inger Støjberg,,,KRISTOFFER HJORT STORM
Q6440112,Krzysztof Brejza,2024-01-03,1983-05-16,Bydgoszcz,University of Warsaw || II Liceum Ogólnokształcące im. Marii Konopnickiej w Inowrocławiu,politician || jurist,,Civic Platform,,member of the Sejm (2007-01-01 to 2019-01-01) || substitute member of the Parliamentary Assembly of the Council of Europe (2016-01-25 to 2017-01-22) || member of the Sejm (2023-11-01 to 2024-01-01) || Member of the Senate of the Republic of Poland (2019-01-01 to 2023-11-01),KRZYSZTOF BREJZA
Q11749266,Krzysztof Hetman,2024-07-16,1974-06-27,Lublin,Maria Curie-Skłodowska University,politician,,Polish People's Party,Gold Cross of Merit,member of the Sejm,KRZYSZTOF HETMAN
Q28123976,Krzysztof Śmiszek,2024-07-16,1979-08-25,Stalowa Wola,"Faculty of Law and Administration, University of Warsaw",politician || jurist || LGBTQ rights activist,,Spring || New Left,,member of the Sejm (from 2019-11-12),KRZYSZTOF ŚMISZEK
Q450027,Lara Magoni,2024-07-16,1969-01-29,Alzano Lombardo,,politician || alpine skier,,Brothers of Italy,,member of the Senate of the Italian Republic (2018-03-20 to 2018-07-10),LARA MAGONI
Q65058344,Lara Wolters,2024-07-16,1986-04-12,Amsterdam,University College London || College of Europe || Institut d'études politiques de Strasbourg,politician,,Labour Party,,,LARA WOLTERS
Q122291813,Laura Ballarín Cereza,2024-07-16,1984-07-19,Barcelona,,politician,,,,,LAURA BALLARÍN CEREZA
Q64038074,Laurence Farreng,2024-07-16,1966-09-06,Nîmes,,politician,,Democratic Movement,,,LAURENCE FARRENG
Q63764029,Laurence Trochu,2024-07-16,1973-07-04,Nantes,Paris-Sorbonne University - Paris IV,politician || school teacher || miscellaneous persons without work under 60 excluding retirees,,The Republicans || Reconquête || Identity–Freedoms,,president (2018-01-01 to 2024-10-01) || municipal councillor of Guyancourt (from 2014-01-01) || member of the departmental council of Yvelines (from 2015-04-02),LAURENCE TROCHU
Q125711251,Laurent Castillo,2024-07-16,1962-03-12,Casablanca,,"politician || hospitalist physician || professeur des universités || professors, scientific professions",,,,,LAURENT CASTILLO
Q64762049,Lefteris Nikolaou-Alavanos,2024-07-16,1985-02-07,Athens,National and Kapodistrian University of Athens,politician,,Communist Party of Greece,,,LEFTERIS NIKOLAOU-ALAVANOS
Q435199,Leire Pajín,2024-07-16,1976-09-16,San Sebastián,University of Alicante,politician || sociologist,,Spanish Socialist Workers' Party,Grand Cross of the Order of the Sun of Peru || Grand Cross of the Order of Civil Merit,Member of the Congress of Deputies (2000-03-21 to 2004-04-30) || Member of the Congress of Deputies (2008-03-25 to 2008-04-22) || Member of the Congress of Deputies (2011-11-29 to 2012-07-20) || member of the Senate of Spain (2009-11-25 to 2011-06-29),LEIRE PAJÍN
Q64068338,Lena Düpont,2024-07-16,1986-04-30,Dortmund,,politician,,Christian Democratic Union,,,LENA DÜPONT
Q109468729,Lena Schilling,2024-07-16,2001-01-08,Vienna,University of Vienna || Schulzentrum Herbststraße für Mode und Kunst,politician || non-fiction writer || climate activist,,,,,LENA SCHILLING
Q703503,Leoluca Orlando,2024-07-16,1947-08-01,Palermo,"University of Palermo || Gonzaga Institute, Palermo",writer || lawyer || politician || university teacher || sports executive,University of Palermo,Democratic Party || Italy of Values || Christian Democracy || Democracy Is Freedom – The Daisy,Heinrich Heine Prize || North–South Prize || Goethe Medal || Konrad Adenauer Award || Commander's Cross of the Order of Merit of the Federal Republic of Germany || Four Freedoms Award – Freedom from Fear || Grand Cross of the Order of Civil Merit || honorary doctor of the University of Trier,mayor of Palermo (2012-05-22 to 2022-06-20) || member of the Sicilian Regional Assembly (1991-06-16 to 1996-03-23) || metropolitan mayor of Palermo (2016-06-07 to 2017-10-18) || member of the Chamber of Deputies of the Italian Republic (2008-04-23 to 2012-07-10) || metropolitan mayor of Palermo (2017-11-26 to 2022-06-20) || mayor of Palermo (1993-12-03 to 2000-12-16) || member of the Chamber of Deputies of the Italian Republic (1992-04-15 to 1993-12-14) || member of the Sicilian Regional Assembly (2001-07-25 to 2006-02-05) || member of the Chamber of Deputies of the Italian Republic (2006-04-21 to 2008-04-28) || mayor of Palermo (1985-07-16 to 1990-08-14),LEOLUCA ORLANDO
Q239024,Letizia Moratti,2024-07-16,1949-11-26,Milan,University of Milan,businessperson || politician,,The People of Freedom || Forza Italia,Legion of Honour || Order of the Rising Sun || Order of Belize,"Italian Minister of Education, Universities and Research (2005-04-23 to 2006-05-17) || mayor of Milan (2006-06-01 to 2011-06-01) || Italian Minister of Education, Universities and Research (2001-06-11 to 2005-04-23)",LETIZIA MORATTI
Q28549362,Leïla Chaibi,2024-07-16,1982-10-05,Dijon,Institut d'études politiques de Toulouse,politician,,Parti de gauche || New Anti-Capitalist Party || La France insoumise,,,LEÏLA CHAIBI
Q4935864,Li Andersson,2024-07-16,1987-05-13,Turku,Åbo Akademi University,politician,,Left Alliance,Commander of the Order of the White Rose of Finland,party leader (from 2016-06-11) || Minister of Education (2021-06-29 to 2023-06-20) || member of the Parliament of Finland (from 2019-04-17) || Minister of Education (2019-12-10 to 2020-12-17) || member of the Parliament of Finland (2015-04-22 to 2019-04-16) || municipal councillor in Finland || municipal councillor in Finland,LI ANDERSSON
Q125919027,Liesbet Sommen,2024-07-16,1984-04-13,Turnhout,,politician,,,,,LIESBET SOMMEN
Q22661777,Lina Gálvez Muñoz,2024-07-16,1969-09-13,Seville,Lumière University Lyon 2 || University of Seville || European University Institute,writer || politician || economist || historian || columnist || university teacher || economic historian,Unilever || Pablo de Olavide University || University of Seville || Universidad Carlos III de Madrid || University of Reading,Spanish Socialist Workers' Party,,,LINA GÁLVEZ MUÑOZ
Q124634358,Linus Glanzelius,2024-02-27,1990-12-28,Gothenburg,,politician,,,,,LINUS GLANZELIUS
Q20481002,Loránt Vincze,2024-07-16,1977-11-03,Târgu Mureș,Babeș-Bolyai University || University of Bucharest || Bolyai Farkas High School in Târgu Mureș,actor || politician || journalist,,Democratic Union of Hungarians in Romania,,,LORÁNT VINCZE
Q64223730,Loukas Fourlas,2024-07-16,1969-08-21,Limassol Municipality,Aristotle University of Thessaloniki,politician || television presenter || journalist,,Democratic Rally,,,LOUKAS FOURLAS
Q6695634,Luboš Blaha,2024-07-16,1979-12-07,Bratislava,Matej Bel University,politician || political scientist || philosopher,,Direction – Social Democracy,,Representative of the Parliamentary Assembly of the Council of Europe (from 2018-01-22) || Representative of the Parliamentary Assembly of the Council of Europe (2012-06-25 to 2016-06-19),LUBOŠ BLAHA
Q1055321,Lucia Annunziata,2024-07-16,1950-08-08,Sarno,,writer || politician || television presenter || journalist,,,Grand Officer of the Order of Merit of the Italian Republic,,LUCIA ANNUNZIATA
Q126540636,Lucia Yar,2024-07-16,1987-05-15,Snina,"Faculty of Social and Economic Sciences, Comenius University in Bratislava || Faculty of Arts of the Comenius University in Bratislava",politician || political analyst,,,,,LUCIA YAR
Q15742179,Luděk Niedermayer,2024-07-16,1966-03-13,Brno,Masaryk University,politician || economist || bank officer,Czech National Bank || Deloitte,TOP 09,Masaryk University Gold Medal,member of the Bank Board of the Czech National Bank (1996-02-27 to 2008-02-26),LUDĚK NIEDERMAYER
Q126811559,Luis Lazarus,2024-07-16,1967-03-12,Drobeta-Turnu Severin,,politician || television personality,,S.O.S. Romania Party,,,LUIS LAZARUS
Q1876930,Lukas Mandl,2024-07-16,1979-07-12,Vienna,University of Vienna,politician,,Austrian People's Party,,Member of the Landtag of Lower Austria,LUKAS MANDL
Q126504150,Lukas Sieper,2024-07-16,1997-03-22,Bergisch Gladbach,University of Cologne,politician,,Party of Progress,,,LUKAS SIEPER
Q3778169,Luke 'Ming' Flanagan,2024-07-16,1972-01-22,Roscommon,,politician,,,,Teachta Dála (2011-03-09 to 2014-05-26),LUKE 'MING' FLANAGAN
Q16945605,Lynn Boylan,2024-07-16,1976-11-29,Dublin,University College Dublin,politician,,Sinn Féin,,senator of Ireland (2020-06-29 to 2024-07-16),LYNN BOYLAN
Q63141476,Lídia Pereira,2024-07-16,1991-07-26,Sé Nova,University of Coimbra || College of Europe,politician,,Social Democratic Party,,president (from 2018-01-01) || vice president (2017-01-01 to 2017-01-01),LÍDIA PEREIRA
Q21282153,Maciej Wąsik,2024-07-16,1969-10-16,Warsaw,University of Warsaw,politician || official || archaeologist,Central Anticorruption Bureau || Chancellery of the Prime Minister of Poland || Ministry of Interior and Administration || Srebrna Sp. z o.o.,Law and Justice,,member of the Sejm || member of the Sejm || member of the Sejm || member of the Sejm,MACIEJ WĄSIK
Q60617266,Magdalena Adamowicz,2024-07-16,1973-04-10,Słupsk,"Faculty of Law and Administration, University of Gdańsk",politician,University of Gdańsk,Civic Platform,,,MAGDALENA ADAMOWICZ
Q131350315,Majbritt Birkholm,2026-04-16,1981-05-10,Holstebro,,politician || police officer,,,,,MAJBRITT BIRKHOLM
Q126373071,Majdouline Sbaï,2024-07-16,1977-09-10,Roubaix,University Lille-II,politician || sociologist,,,,,MAJDOULINE SBAÏ
Q2798242,Malik Azmani,2024-07-16,1976-01-20,Heerenveen,University of Groningen,politician,Immigration and Naturalisation Service,People's Party for Freedom and Democracy,,member of the House of Representatives of the Netherlands (2010-06-17 to 2019-06-11) || substitute member of the Parliamentary Assembly of the Council of Europe (2013-03-08 to 2016-04-17),MALIK AZMANI
Q3282095,Malika Sorel,2024-07-16,1962-08-07,Oran,Sciences Po || National Polytechnic School,writer || engineer || politician || essayist,,National Rally,Knight of the Legion of Honour || Honneur et Patrie Award,,MALIKA SOREL
Q88866,Manfred Weber,2024-07-16,1972-07-14,Q28047903,Munich University of Applied Sciences,politician,European Parliament || European People's Party || European People's Party Group,Christian Social Union of Bavaria,Cross of the Order of Merit of the Federal Republic of Germany,chairperson (from 2022-05-31) || member of the Landtag of Bavaria (2002-01-01 to 2004-01-01),MANFRED WEBER
Q6751217,Manolis Kefalogiannis,2024-07-16,1959-05-25,Heraklion,London School of Economics and Political Science || National and Kapodistrian University of Athens || University of Reading,politician,,New Democracy,,member of the Hellenic Parliament || Representative of the Parliamentary Assembly of the Council of Europe (2009-01-26 to 2009-11-20) || Undersecretary of Transport and Communications of Greece || Minister of Shipping and Island Policy (Greece),MANOLIS KEFALOGIANNIS
